,number,form.food.ate_past_24_h,form.food.nbr_eat_7_day,form.food.fooditem,food,nbr_food,number_meals,Ano,Mês,Dia,Cluster
1494,1073,1,25.0,raketa_mena,,0.0,1.0,2018.0,agosto,8.0,Cluster 2
1495,2163,1,3.0,Menaka,,,,,,,Cluster 3
1496,7233,1,7.0,bageda,,,,,,,Cluster 1
1497,1922,1,7.0,ampemba,,,,,,,Cluster 1
1498,11404,1,7.0,pitipoa,,,,,,,Cluster 1
1499,1433,1,7.0,balahazo _maina,,,,,,,Cluster 1
1500,9764,1,7.0,raketa_mena,,,,,,,Cluster 1
1501,12111,1,7.0,bageda,,,,,,,Cluster 1
1502,9102,1,7.0,ampemba,,,,,,,Cluster 1
1503,2390,0,0.0,tsako,,,,,,,Cluster 0
1504,5552,0,2.0,antake,,,,,,,Cluster 0
1505,8059,1,3.0,balahazo _maina,,,,,,,Cluster 3
1506,3300,1,14.0,raketa_mena,,,,,,,Cluster 2
1507,9760,0,0.0,tsako,,,,,,,Cluster 0
1508,2363,1,7.0,raketa_mena,,,,,,,Cluster 1
1509,8531,1,7.0,antake,,,,,,,Cluster 1
1510,9851,1,3.0,voanemba,,,,,,,Cluster 3
1511,12091,1,6.0,ravi_balahazo,,,,,,,Cluster 1
1512,10717,0,0.0,bageda,,,,,,,Cluster 0
1513,6421,1,5.0,legumes,,,,,,,Cluster 1
1514,3920,1,1.0,Menaka,,,,,,,Cluster 3
1515,8176,0,2.0,ampemba,,,,,,,Cluster 0
1516,4142,1,7.0,bageda,,,,,,,Cluster 1
1517,4280,1,5.0,ravina_hafa,,,,,,,Cluster 1
1518,621,1,3.0,ravina_hafa,1 10 18 2 5 7,6.0,3.0,2019.0,setembro,23.0,Cluster 3
1519,4858,0,0.0,hena_hafa,,,,,,,Cluster 0
1520,9849,0,2.0,pitipoa,,,,,,,Cluster 0
1521,2364,1,5.0,balahazo _maina,,,,,,,Cluster 1
1522,7760,1,30.0,raketa_mena,,,,,,,Cluster 2
1523,9590,1,5.0,tsako,,,,,,,Cluster 3
1524,11513,1,7.0,balahazo _maina,,,,,,,Cluster 1
1525,5265,0,0.0,vary,,,,,,,Cluster 0
1526,2180,1,7.0,ampemba,,,,,,,Cluster 1
1527,7491,1,8.0,raketa_ravina,,,,,,,Cluster 1
1528,2941,1,7.0,raketa_mena,,,,,,,Cluster 1
1529,6162,1,7.0,Menaka,,,,,,,Cluster 1
1530,1490,1,21.0,balahazo _maina,,,,,,,Cluster 2
1531,11060,0,0.0,tsako,,,,,,,Cluster 0
1532,1201,1,14.0,raketa_mena,5,1.0,2.0,2019.0,setembro,24.0,Cluster 2
1533,7590,0,0.0,tsako,,,,,,,Cluster 0
1534,420,1,6.0,legumes_hafa,10 5 7,3.0,3.0,2019.0,setembro,24.0,Cluster 1
1535,9113,1,7.0,bageda,,,,,,,Cluster 1
1536,5450,1,6.0,raketa_mena,,,,,,,Cluster 1
1537,5862,0,2.0,antake,,,,,,,Cluster 0
1538,9450,1,3.0,voanemba,,,,,,,Cluster 3
1539,8882,1,18.0,pitipoa,,,,,,,Cluster 2
1540,10502,1,6.0,balahazo _maina,,,,,,,Cluster 1
1541,2010,1,7.0,antake,,,,,,,Cluster 1
1542,7262,1,5.0,ampemba,,,,,,,Cluster 1
1543,10713,0,0.0,hazan-dranomasina,,,,,,,Cluster 0
1544,6824,1,7.0,Menaka,,,,,,,Cluster 1
1545,12040,1,7.0,balahazo _maina,,,,,,,Cluster 1
1546,10220,1,7.0,balahazo _maina,,,,,,,Cluster 1
1547,7422,1,5.0,taboara,,,,,,,Cluster 1
1548,6391,1,14.0,pitipoa,,,,,,,Cluster 2
1549,6140,1,7.0,tsako,,,,,,,Cluster 1
1550,7691,0,1.0,,,,,,,,Cluster 0
1551,9092,1,2.0,pitipoa,,,,,,,Cluster 3
1552,5580,1,3.0,tsako,,,,,,,Cluster 3
1553,3840,1,7.0,balahazo _maina,,,,,,,Cluster 1
1554,270,1,4.0,balahazo _maina,1 5,2.0,2.0,2018.0,agosto,8.0,Cluster 3
1555,4220,1,7.0,tsako,,,,,,,Cluster 1
1556,12036,1,7.0,balahazo _maina,,,,,,,Cluster 1
1557,11703,1,4.0,bageda,,,,,,,Cluster 3
1558,9810,1,7.0,balahazo _maina,,,,,,,Cluster 1
1559,9483,0,3.0,balahazo _maina,,,,,,,Cluster 0
1560,7110,1,14.0,sakafo_hafa_soraty,,,,,,,Cluster 2
1561,7270,1,2.0,ravina_hafa,,,,,,,Cluster 3
1562,7282,1,7.0,ampemba,,,,,,,Cluster 1
1563,6911,1,14.0,bageda,,,,,,,Cluster 2
1564,530,1,5.0,raketa_mena,16 5,2.0,0.0,2018.0,agosto,7.0,Cluster 1
1565,80414,0,0.0,ravi_balahazo,,,,,,,Cluster 0
1566,8580,1,7.0,balahazo _maina,,,,,,,Cluster 1
1567,2510,2,8.0,balahazo _maina,,,,,,,Cluster 1
1568,3081,1,4.0,balahazo _maina,,,,,,,Cluster 3
1569,10952,1,7.0,ampemba,,,,,,,Cluster 1
1570,4481,1,7.0,balahazo _maina,,,,,,,Cluster 1
1571,6751,1,7.0,bageda,,,,,,,Cluster 1
1572,6381,1,21.0,pitipoa,,,,,,,Cluster 2
1573,9620,1,7.0,ampemba,,,,,,,Cluster 1
1574,1540,1,3.0,antake,,,,,,,Cluster 3
1575,7030,0,1.0,tsako,,,,,,,Cluster 0
1576,9291,1,7.0,balahazo _maina,,,,,,,Cluster 1
1577,8971,1,3.0,hazan-dranomasina,,,,,,,Cluster 3
1578,3400,1,14.0,tsako,,,,,,,Cluster 2
1579,11380,1,3.0,tsako,,,,,,,Cluster 3
1580,10711,0,0.0,vihinja,,,,,,,Cluster 0
1581,8670,1,7.0,ampemba,,,,,,,Cluster 1
1582,6446,0,2.0,bageda,,,,,,,Cluster 0
1583,4783,1,7.0,Menaka,,,,,,,Cluster 1
1584,2550,1,14.0,raketa_mena,,,,,,,Cluster 2
1585,10910,1,7.0,balahazo _maina,,,,,,,Cluster 1
1586,1770,1,7.0,voanemba,,,,,,,Cluster 1
1587,2381,1,2.0,voanemba,,,,,,,Cluster 3
1588,4521,1,7.0,sakafo_hafa_soraty,,,,,,,Cluster 1
1589,9680,0,2.0,tsako,,,,,,,Cluster 0
1590,6701,1,7.0,ampemba,,,,,,,Cluster 1
1591,7595,0,0.0,voankazo_hafa,,,,,,,Cluster 0
1592,10290,1,25.0,raketa_mena,,,,,,,Cluster 2
1593,3711,1,7.0,raketa_mena,,,,,,,Cluster 1
1594,4845,1,4.0,bageda,,,,,,,Cluster 3
1595,8930,0,2.0,ampemba,,,,,,,Cluster 0
1596,5264,0,0.0,hena_hafa,,,,,,,Cluster 0
1597,380,1,5.0,raketa_mena,5 7,2.0,2.0,2019.0,setembro,24.0,Cluster 1
1598,6793,1,2.0,balahazo _maina,,,,,,,Cluster 3
1599,5431,1,7.0,ravina_hafa,,,,,,,Cluster 1
1600,4122,1,7.0,bageda,,,,,,,Cluster 1
1601,2661,1,14.0,raketa_mena,,,,,,,Cluster 2
1602,11501,0,0.0,voanemba,,,,,,,Cluster 0
1603,5970,1,14.0,raketa_mena,,,,,,,Cluster 2
1604,7394,1,5.0,balahazo _maina,,,,,,,Cluster 1
1605,6621,1,3.0,legumes_hafa,,,,,,,Cluster 3
1606,11616,1,3.0,balahazo _maina,,,,,,,Cluster 3
1607,5030,1,14.0,vary,,,,,,,Cluster 2
1608,1160,1,7.0,raketa_mena,1 10 18 2 5,5.0,2.0,2019.0,setembro,23.0,Cluster 1
1609,9171,1,7.0,balahazo _maina,,,,,,,Cluster 1
1610,2260,1,7.0,antake,,,,,,,Cluster 1
1611,11101,1,14.0,bageda,,,,,,,Cluster 2
1612,6180,1,7.0,voanemba,,,,,,,Cluster 1
1613,552,1,2.0,ravina_hafa,5,1.0,1.0,2018.0,agosto,8.0,Cluster 3
1614,8630,1,7.0,ampemba,,,,,,,Cluster 1
1615,840,0,0.0,tsako,16 4,2.0,2.0,2018.0,agosto,8.0,Cluster 0
1616,10455,0,0.0,balahazo _maina,,,,,,,Cluster 0
1617,2733,1,7.0,raketa_mena,,,,,,,Cluster 1
1618,9330,1,7.0,raketa_mena,,,,,,,Cluster 1
1619,8551,1,5.0,ravina_hafa,,,,,,,Cluster 1
1620,9472,0,2.0,balahazo _maina,,,,,,,Cluster 0
1621,11760,1,3.0,legumes_hafa,,,,,,,Cluster 3
1622,6861,1,7.0,bageda,,,,,,,Cluster 1
1623,8112,1,2.0,balahazo _maina,,,,,,,Cluster 3
1624,1712,1,7.0,balahazo _maina,,,,,,,Cluster 1
1625,5361,1,7.0,raketa_mena,,,,,,,Cluster 1
1626,7421,0,4.0,voanemba,,,,,,,Cluster 0
1627,10790,1,4.0,tsako,,,,,,,Cluster 3
1628,2091,1,7.0,raketa_mena,,,,,,,Cluster 1
1629,6210,1,5.0,tsako,,,,,,,Cluster 3
1630,29713,0,0.0,balahazo _maina,,,,,,,Cluster 0
1631,2884,0,0.0,ampemba,,,,,,,Cluster 0
1632,12003,1,3.0,balahazo _maina,,,,,,,Cluster 3
1633,48512,1,7.0,vary,,,,,,,Cluster 1
1634,4132,1,7.0,bageda,,,,,,,Cluster 1
1635,8607,1,7.0,balahazo _maina,,,,,,,Cluster 1
1636,6690,1,4.0,ampemba,,,,,,,Cluster 3
1637,92,1,5.0,balahazo _maina,16 6,2.0,2.0,2018.0,agosto,8.0,Cluster 1
1638,4171,1,7.0,Menaka,,,,,,,Cluster 1
1639,4652,0,3.0,bageda,,,,,,,Cluster 0
1640,4111,1,7.0,ampemba,,,,,,,Cluster 1
1641,7530,1,21.0,raketa_mena,,,,,,,Cluster 2
1642,98515,0,0.0,ravi_balahazo,,,,,,,Cluster 0
1643,7400,1,7.0,antake,,,,,,,Cluster 1
1644,8110,1,1.0,tsako,,,,,,,Cluster 3
1645,6551,1,1.0,bageda,,,,,,,Cluster 3
1646,97510,0,3.0,pitipoa,,,,,,,Cluster 0
1647,9581,1,2.0,pitipoa,,,,,,,Cluster 3
1648,4572,1,4.0,Menaka,,,,,,,Cluster 3
1649,9540,1,7.0,tsako,,,,,,,Cluster 1
1650,7991,1,14.0,raketa_mena,,,,,,,Cluster 2
1651,1441,1,7.0,balahazo _maina,,,,,,,Cluster 1
1652,3932,0,6.0,hazan-dranomasina,,,,,,,Cluster 0
1653,1711,1,7.0,raketa_mena,,,,,,,Cluster 1
1654,11741,1,5.0,voanemba,,,,,,,Cluster 3
1655,11762,1,4.0,pitipoa,,,,,,,Cluster 3
1656,8143,0,2.0,vary,,,,,,,Cluster 0
1657,11850,1,5.0,tsako,,,,,,,Cluster 3
1658,4282,1,6.0,bageda,,,,,,,Cluster 1
1659,3980,1,7.0,raketa_mena,,,,,,,Cluster 1
1660,7692,0,14.0,,,,,,,,Cluster 2
1661,7582,0,0.0,antake,,,,,,,Cluster 0
1662,4721,1,7.0,ampemba,,,,,,,Cluster 1
1663,6540,1,4.0,tsako,,,,,,,Cluster 3
1664,3933,1,6.0,vary,,,,,,,Cluster 1
1665,4451,1,7.0,balahazo _maina,,,,,,,Cluster 1
1666,7973,1,2.0,balahazo _maina,,,,,,,Cluster 3
1667,1632,1,7.0,bageda,,,,,,,Cluster 1
1668,4742,1,7.0,Menaka,,,,,,,Cluster 1
1669,6993,1,4.0,pitipoa,,,,,,,Cluster 3
1670,323,0,2.0,vary,5,1.0,2.0,2018.0,agosto,8.0,Cluster 0
1671,822,1,4.0,balahazo _maina,,0.0,3.0,2018.0,agosto,28.0,Cluster 3
1672,6263,0,5.0,sakafo_hafa_soraty,,,,,,,Cluster 0
1673,3210,1,14.0,raketa_mena,,,,,,,Cluster 2
1674,5501,1,5.0,balahazo _maina,,,,,,,Cluster 1
1675,8881,1,21.0,Menaka,,,,,,,Cluster 2
1676,6445,1,7.0,balahazo _maina,,,,,,,Cluster 1
1677,3882,1,7.0,balahazo _maina,,,,,,,Cluster 1
1678,8911,1,7.0,Menaka,,,,,,,Cluster 1
1679,1414,0,2.0,ravina_hafa,,,,,,,Cluster 0
1680,11422,1,4.0,sakafo_hafa_soraty,,,,,,,Cluster 3
1681,7810,1,1.0,raketa_mena,,,,,,,Cluster 3
1682,5730,1,7.0,raketa_mena,,,,,,,Cluster 1
1683,9103,1,7.0,pitipoa,,,,,,,Cluster 1
1684,11650,1,3.0,tsako,,,,,,,Cluster 3
1685,11050,1,8.0,balahazo _maina,,,,,,,Cluster 1
1686,6622,1,1.0,sakafo_hafa_soraty,,,,,,,Cluster 3
1687,11470,1,7.0,ampemba,,,,,,,Cluster 1
1688,10260,1,14.0,raketa_mena,,,,,,,Cluster 2
1689,3120,1,14.0,raketa_mena,,,,,,,Cluster 2
1690,8174,1,7.0,raketa_mena,,,,,,,Cluster 1
1691,11184,1,7.0,bageda,,,,,,,Cluster 1
1692,6922,1,4.0,ravi_balahazo,,,,,,,Cluster 3
1693,3540,1,7.0,raketa_mena,,,,,,,Cluster 1
1694,4324,1,2.0,balahazo _maina,,,,,,,Cluster 3
1695,848,0,0.0,hena_omby,2 5,2.0,2.0,2018.0,agosto,8.0,Cluster 0
1696,7800,1,14.0,tsako,,,,,,,Cluster 2
1697,9755,0,0.0,taboara,,,,,,,Cluster 0
1698,9030,1,3.0,antake,,,,,,,Cluster 3
1699,7200,0,3.0,voanemba,,,,,,,Cluster 0
1700,5261,0,0.0,voanemba,,,,,,,Cluster 0
1701,2479,0,0.0,vihinja,,,,,,,Cluster 0
1702,6520,1,6.0,tsako,,,,,,,Cluster 1
1703,1601,1,7.0,Menaka,,,,,,,Cluster 1
1704,24711,0,0.0,hazan-dranomasina,,,,,,,Cluster 0
1705,8311,1,7.0,ravina_hafa,,,,,,,Cluster 1
1706,1311,1,7.0,balahazo _maina,,,,,,,Cluster 1
1707,10391,1,4.0,balahazo _maina,,,,,,,Cluster 3
1708,9632,1,4.0,hena_omby,,,,,,,Cluster 3
1709,4270,1,4.0,tsako,,,,,,,Cluster 3
1710,4992,0,0.0,tsaramaso,,,,,,,Cluster 0
1711,4001,1,6.0,ampemba,,,,,,,Cluster 1
1712,11922,1,7.0,balahazo _maina,,,,,,,Cluster 1
1713,8430,1,4.0,raketa_mena,,,,,,,Cluster 3
1714,1821,1,4.0,balahazo _maina,,,,,,,Cluster 3
1715,5130,1,7.0,raketa_mena,,,,,,,Cluster 1
1716,6986,1,4.0,balahazo _maina,,,,,,,Cluster 3
1717,5282,1,14.0,raketa_mena,,,,,,,Cluster 2
1718,11491,1,7.0,bageda,,,,,,,Cluster 1
1719,4501,1,7.0,sakafo_ambaniny_tany_hafa,,,,,,,Cluster 1
1720,2801,1,3.0,balahazo _maina,,,,,,,Cluster 3
1721,6215,1,2.0,bageda,,,,,,,Cluster 3
1722,2470,0,0.0,tsako,,,,,,,Cluster 0
1723,8173,0,0.0,raketa_maitso/fotsy,,,,,,,Cluster 0
1724,4315,1,2.0,bageda,,,,,,,Cluster 3
1725,1913,0,2.0,vary,,,,,,,Cluster 0
1726,7232,1,7.0,pitipoa,,,,,,,Cluster 1
1727,8011,1,7.0,raketa_mena,,,,,,,Cluster 1
1728,71,1,7.0,ravina_hafa,16,1.0,2.0,2018.0,agosto,8.0,Cluster 1
1729,3020,1,2.0,tsako,,,,,,,Cluster 3
1730,2261,1,7.0,balahazo _maina,,,,,,,Cluster 1
1731,10479,0,0.0,vokatra_azo_aminy_ronono,,,,,,,Cluster 0
1732,6987,1,5.0,bageda,,,,,,,Cluster 1
1733,6370,1,4.0,voanemba,,,,,,,Cluster 3
1734,1241,1,8.0,raketa_mena,,,,,,,Cluster 1
1735,451,1,7.0,ravina_hafa,2 25 27 5 7,5.0,3.0,2019.0,setembro,14.0,Cluster 1
1736,7551,1,14.0,raketa_mena,,,,,,,Cluster 2
1737,10680,0,2.0,tsako,,,,,,,Cluster 0
1738,4990,0,0.0,tsako,,,,,,,Cluster 0
1739,11432,1,7.0,taboara,,,,,,,Cluster 1
1740,5690,0,1.0,tsako,,,,,,,Cluster 0
1741,2664,1,4.0,balahazo _maina,,,,,,,Cluster 3
1742,8751,1,5.0,Menaka,,,,,,,Cluster 1
1743,7230,1,7.0,voanemba,,,,,,,Cluster 1
1744,11532,1,7.0,Menaka,,,,,,,Cluster 1
1745,5336,0,0.0,vihinja,,,,,,,Cluster 0
1746,2210,1,7.0,balahazo _maina,,,,,,,Cluster 1
1747,8591,1,1.0,taboara,,,,,,,Cluster 3
1748,10781,1,12.0,raketa_mena,,,,,,,Cluster 2
1749,11385,1,7.0,balahazo _maina,,,,,,,Cluster 1
1750,7620,1,11.0,raketa_mena,,,,,,,Cluster 1
1751,11575,0,7.0,balahazo _maina,,,,,,,Cluster 0
1752,7750,0,0.0,tsako,,,,,,,Cluster 0
1753,6873,1,2.0,balahazo _maina,,,,,,,Cluster 3
1754,9601,1,4.0,voanemba,,,,,,,Cluster 3
1755,7951,1,3.0,voanemba,,,,,,,Cluster 3
1756,8238,0,2.0,balahazo _maina,,,,,,,Cluster 0
1757,6512,1,6.0,balahazo _maina,,,,,,,Cluster 1
1758,10814,0,0.0,pitipoa,,,,,,,Cluster 0
1759,7852,0,,balahazo _maina,,,,,,,Cluster 0
1760,11122,1,3.0,ampemba,,,,,,,Cluster 3
1761,5960,1,1.0,vary,,,,,,,Cluster 3
1762,5672,1,5.0,katra,,,,,,,Cluster 1
1763,2041,1,4.0,ampemba,,,,,,,Cluster 3
1764,330,1,7.0,raketa_mena,16,1.0,2.0,2018.0,agosto,8.0,Cluster 1
1765,3581,1,7.0,raketa_mena,,,,,,,Cluster 1
1766,6406,0,4.0,Menaka,,,,,,,Cluster 0
1767,11811,1,7.0,pitipoa,,,,,,,Cluster 1
1768,4853,1,21.0,raketa_mena,,,,,,,Cluster 2
1769,2401,0,4.0,voanemba,,,,,,,Cluster 0
1770,7770,1,14.0,ravina_hafa,,,,,,,Cluster 2
1771,8671,1,7.0,bageda,,,,,,,Cluster 1
1772,8733,1,7.0,sakafo_ambaniny_tany_hafa,,,,,,,Cluster 1
1773,1001,1,5.0,raketa_mena,16 5,2.0,0.0,2018.0,agosto,7.0,Cluster 1
1774,2082,1,3.0,legumes,,,,,,,Cluster 3
1775,6800,1,7.0,antake,,,,,,,Cluster 1
1776,9752,0,0.0,antake,,,,,,,Cluster 0
1777,7102,1,7.0,pitipoa,,,,,,,Cluster 1
1778,2290,1,7.0,balahazo _maina,,,,,,,Cluster 1
1779,744,0,2.0,vary,12 16 5,3.0,2.0,2018.0,agosto,8.0,Cluster 0
1780,11752,1,3.0,balahazo _maina,,,,,,,Cluster 3
1781,8452,1,2.0,balahazo _maina,,,,,,,Cluster 3
1782,4880,1,21.0,raketa_mena,,,,,,,Cluster 2
1783,7201,1,7.0,balahazo _maina,,,,,,,Cluster 1
1784,11068,0,1.0,bageda,,,,,,,Cluster 0
1785,11210,1,7.0,tsako,,,,,,,Cluster 1
1786,3290,1,14.0,balahazo _maina,,,,,,,Cluster 2
1787,1331,1,1.0,vary,,,,,,,Cluster 3
1788,4642,1,3.0,balahazo _maina,,,,,,,Cluster 3
1789,660,1,5.0,tsako,2 25 27,3.0,3.0,2019.0,setembro,24.0,Cluster 3
1790,3570,0,0.0,tsako,,,,,,,Cluster 0
1791,1020,1,2.0,ravina_hafa,1,1.0,1.0,2018.0,agosto,8.0,Cluster 3
1792,4522,1,5.0,balahazo _maina,,,,,,,Cluster 1
1793,11173,1,6.0,bageda,,,,,,,Cluster 1
1794,983,0,0.0,antake,5,1.0,2.0,2018.0,agosto,7.0,Cluster 0
1795,7784,0,1.0,balahazo _maina,,,,,,,Cluster 0
1796,4890,1,1.0,vary,,,,,,,Cluster 3
1797,3573,0,0.0,balahazo _maina,,,,,,,Cluster 0
1798,7103,0,7.0,balahazo _maina,,,,,,,Cluster 0
1799,1401,1,3.0,ravina_hafa,,,,,,,Cluster 3
1800,7141,1,7.0,balahazo _maina,,,,,,,Cluster 1
1801,482,0,1.0,balahazo _maina,1 16 5,3.0,2.0,2018.0,agosto,17.0,Cluster 0
1802,1720,1,7.0,balahazo _maina,,,,,,,Cluster 1
1803,9812,0,2.0,vary,,,,,,,Cluster 0
1804,7840,1,14.0,raketa_mena,,,,,,,Cluster 2
1805,4730,1,7.0,voanemba,,,,,,,Cluster 1
1806,10920,1,7.0,balahazo _maina,,,,,,,Cluster 1
1807,921,1,7.0,ravi_balahazo,1,1.0,3.0,2019.0,setembro,17.0,Cluster 1
1808,8840,1,7.0,antake,,,,,,,Cluster 1
1809,2422,0,0.0,antake,,,,,,,Cluster 0
1810,4750,1,7.0,tsako,,,,,,,Cluster 1
1811,5680,1,7.0,antake,,,,,,,Cluster 1
1812,98412,0,3.0,ravi_balahazo,,,,,,,Cluster 0
1813,2372,0,2.0,vary,,,,,,,Cluster 0
1814,9896,0,0.0,vokatra_azo_aminy_ronono,,,,,,,Cluster 0
1815,12020,1,2.0,tsako,,,,,,,Cluster 3
1816,1690,1,6.0,voanemba,,,,,,,Cluster 1
1817,8012,1,7.0,balahazo _maina,,,,,,,Cluster 1
1818,7252,0,2.0,bageda,,,,,,,Cluster 0
1819,3710,0,4.0,antake,,,,,,,Cluster 0
1820,9013,1,7.0,bageda,,,,,,,Cluster 1
1821,11405,1,7.0,sakafo_hafa_soraty,,,,,,,Cluster 1
1822,9840,0,2.0,tsako,,,,,,,Cluster 0
1823,11381,1,3.0,voanemba,,,,,,,Cluster 3
1824,4431,1,7.0,antake,,,,,,,Cluster 1
1825,4592,1,5.0,pitipoa,,,,,,,Cluster 1
1826,12081,1,5.0,bageda,,,,,,,Cluster 1
1827,4900,1,21.0,raketa_mena,,,,,,,Cluster 2
1828,82312,0,0.0,katra,,,,,,,Cluster 0
1829,4830,1,2.0,tsako,,,,,,,Cluster 3
1830,1180,1,21.0,raketa_mena,2 7,2.0,2.0,2019.0,setembro,24.0,Cluster 2
1831,602,1,5.0,ravina_hafa,16 5,2.0,1.0,2018.0,agosto,8.0,Cluster 1
1832,2482,1,2.0,katra,,,,,,,Cluster 3
1833,11942,1,7.0,bageda,,,,,,,Cluster 1
1834,990,1,5.0,raketa_mena,5,1.0,3.0,2018.0,agosto,7.0,Cluster 1
1835,7850,1,7.0,raketa_mena,,,,,,,Cluster 1
1836,3981,1,7.0,bageda,,,,,,,Cluster 1
1837,741,1,5.0,ampemba,2 5,2.0,0.0,2019.0,setembro,14.0,Cluster 1
1838,4281,1,7.0,balahazo _maina,,,,,,,Cluster 1
1839,5275,1,3.0,balahazo _maina,,,,,,,Cluster 3
1840,8851,1,7.0,vary,,,,,,,Cluster 1
1841,10980,1,3.0,tsako,,,,,,,Cluster 3
1842,5550,0,0.0,tsako,,,,,,,Cluster 0
1843,5902,1,5.0,ravi_balahazo,,,,,,,Cluster 1
1844,4752,1,7.0,bageda,,,,,,,Cluster 1
1845,7751,0,0.0,voanemba,,,,,,,Cluster 0
1846,4691,1,7.0,balahazo _maina,,,,,,,Cluster 1
1847,7756,0,0.0,ampemba,,,,,,,Cluster 0
1848,553,1,7.0,balahazo _maina,16 21,2.0,2.0,2018.0,agosto,8.0,Cluster 1
1849,5890,1,4.0,antake,,,,,,,Cluster 3
1850,6010,1,14.0,raketa_mena,,,,,,,Cluster 2
1851,1371,0,5.0,raketa_mena,,,,,,,Cluster 0
1852,4792,1,7.0,ravina_hafa,,,,,,,Cluster 1
1853,6240,1,7.0,taboara,,,,,,,Cluster 1
1854,3714,0,0.0,ravi_balahazo,,,,,,,Cluster 0
1855,7361,1,6.0,vary,,,,,,,Cluster 1
1856,131,1,7.0,raketa_ravina,29 5,2.0,0.0,2019.0,setembro,14.0,Cluster 1
1857,6570,1,4.0,tsako,,,,,,,Cluster 3
1858,5743,1,3.0,balahazo _maina,,,,,,,Cluster 3
1859,3040,1,4.0,raketa_mena,,,,,,,Cluster 3
1860,3240,1,5.0,balahazo _maina,,,,,,,Cluster 1
1861,8231,1,3.0,voanemba,,,,,,,Cluster 3
1862,8700,1,7.0,balahazo _maina,,,,,,,Cluster 1
1863,9801,1,7.0,raketa_ravina,,,,,,,Cluster 1
1864,2970,1,4.0,tsako,,,,,,,Cluster 3
1865,8140,1,2.0,tsako,,,,,,,Cluster 3
1866,170,1,3.0,ravi_balahazo,21 5,2.0,3.0,2019.0,setembro,24.0,Cluster 3
1867,9881,0,1.0,voanemba,,,,,,,Cluster 0
1868,3050,1,7.0,raketa_maitso/fotsy,,,,,,,Cluster 1
1869,10350,1,1.0,tsako,,,,,,,Cluster 3
1870,11192,0,6.0,bageda,,,,,,,Cluster 0
1871,1390,1,7.0,raketa_mena,,,,,,,Cluster 1
1872,98516,0,0.0,bageda,,,,,,,Cluster 0
1873,8643,1,1.0,balahazo _maina,,,,,,,Cluster 3
1874,104711,0,1.0,hazan-dranomasina,,,,,,,Cluster 0
1875,8175,0,3.0,taboara,,,,,,,Cluster 0
1876,11955,1,7.0,bageda,,,,,,,Cluster 1
1877,980,0,0.0,tsako,16 20,2.0,5.0,2018.0,agosto,7.0,Cluster 0
1878,10661,1,7.0,balahazo _maina,,,,,,,Cluster 1
1879,9393,1,2.0,bageda,,,,,,,Cluster 3
1880,2430,1,3.0,tsako,,,,,,,Cluster 3
1881,8752,0,2.0,balahazo _maina,,,,,,,Cluster 0
1882,6500,1,7.0,bageda,,,,,,,Cluster 1
1883,6471,1,3.0,pitipoa,,,,,,,Cluster 3
1884,4560,0,1.0,ampemba,,,,,,,Cluster 0
1885,7610,1,35.0,raketa_mena,,,,,,,Cluster 2
1886,6931,1,7.0,bageda,,,,,,,Cluster 1
1887,1555,1,4.0,bageda,,,,,,,Cluster 3
1888,5140,1,4.0,raketa_mena,,,,,,,Cluster 3
1889,6453,1,3.0,ravi_balahazo,,,,,,,Cluster 3
1890,6211,1,4.0,voanemba,,,,,,,Cluster 3
1891,4321,1,3.0,ampemba,,,,,,,Cluster 3
1892,9784,1,3.0,vary,,,,,,,Cluster 3
1893,1,1,12.0,raketa_mena,,0.0,1.0,2018.0,agosto,17.0,Cluster 2
1894,3511,1,7.0,raketa_ravina,,,,,,,Cluster 1
1895,10112,1,3.0,raketa_mena,,,,,,,Cluster 3
1896,6291,0,1.0,voanemba,,,,,,,Cluster 0
1897,9990,1,7.0,raketa_mena,,,,,,,Cluster 1
1898,4664,1,7.0,pitipoa,,,,,,,Cluster 1
1899,500,1,3.0,balahazo _maina,4,1.0,1.0,2018.0,agosto,8.0,Cluster 3
1900,5893,1,7.0,balahazo _maina,,,,,,,Cluster 1
1901,4993,0,0.0,antake,,,,,,,Cluster 0
1902,8540,1,1.0,tsako,,,,,,,Cluster 3
1903,81212,1,5.0,balahazo _maina,,,,,,,Cluster 1
1904,11484,0,2.0,balahazo _maina,,,,,,,Cluster 0
1905,11398,0,1.0,hazan-dranomasina,,,,,,,Cluster 0
1906,10973,1,3.0,Menaka,,,,,,,Cluster 3
1907,3201,1,7.0,raketa_mena,,,,,,,Cluster 1
1908,5340,1,7.0,raketa_mena,,,,,,,Cluster 1
1909,1304,1,3.0,pitipoa,,,,,,,Cluster 3
1910,8178,0,2.0,hena_hafa,,,,,,,Cluster 0
1911,4531,1,7.0,ampemba,,,,,,,Cluster 1
1912,11962,1,4.0,bageda,,,,,,,Cluster 3
1913,7754,0,0.0,taboara,,,,,,,Cluster 0
1914,6511,1,5.0,voanemba,,,,,,,Cluster 3
1915,6996,0,1.0,bageda,,,,,,,Cluster 0
1916,3321,1,7.0,ampemba,,,,,,,Cluster 1
1917,1342,0,5.0,bageda,,,,,,,Cluster 0
1918,3330,1,7.0,raketa_mena,,,,,,,Cluster 1
1919,2990,1,4.0,raketa_mena,,,,,,,Cluster 3
1920,8770,1,5.0,antake,,,,,,,Cluster 1
1921,1572,1,7.0,pitipoa,,,,,,,Cluster 1
